stem,group,view,width,height,mean_luma,std_luma,entropy,sharpness,dynamic_range,dark_fraction,white_fraction,mean_saturation,crack_bbox_fraction,objects_0,objects_1,objects_2,phash,dhash,cluster,quality,reject_reasons,selected
3CKEUDD_3_P_png.rf.71af357374f668fa0b2164680e0c2aeb,3CKEUDD,3,528,528,71.09263610839844,26.659652469537896,5.474515962970579,110.38200706243515,69.0,0.01318359375,0.0,57.958526611328125,0.5557636019283747,3,0,1,b3ccc937cac3cc30,6e96aaf13d6bdbbb,161,0.34906479610610364,,1
3CKEUDD_4_P_png.rf.c59ec3a26b5ce2c1dbe24683b52ad050,3CKEUDD,4,224,224,83.43682861328125,19.143184805894204,4.9852648936242,24.62408455624245,64.0,0.0246734619140625,0.0,60.48335266113281,0.9866470025510204,1,0,1,9f8170877a8578f4,e95b525665515e1d,161,0.2540397988108491,low_quality_score,0
3CKEUDD_5_P_png.rf.5b71893be7410d8b12683819c0690444,3CKEUDD,5,328,328,95.52766418457031,19.94609199234554,5.1707946430397795,54.62367131165229,60.0,0.01678466796875,0.0,58.69828796386719,0.06686867935752523,2,0,1,b5fb2ad314db048a,5adb6bb2d2e6b624,40,0.22738422938728453,low_quality_score,0
3E27UB8_1_P_png.rf.e43f2b65b7356b5ab30a970652e496bf,3E27UB8,1,324,324,85.23849487304688,36.05729276990647,7.010716582735479,102.33478776272386,108.0,0.002655029296875,0.0,37.568603515625,0.45538027739673825,5,4,1,a9c0b5403f5335eb,92f3f25959d7571e,85,0.544095560163133,,0
3E27UB8_2_P_png.rf.0d55adf53a5a585773d0d34638a68d00,3E27UB8,2,124,124,184.2837371826172,45.399684260793656,6.729893202803048,144.97921752929688,152.0,0.0195770263671875,0.0,25.455780029296875,0.983936004162331,0,2,1,9770471e187337c6,d8418d9ca96d4d72,-1,nan,image_too_small,0
3E27UB8_3_P_png.rf.e31f72869a0b7c515a0ad940493a337a,3E27UB8,3,532,532,131.09967041015625,43.6180388052643,7.42114874263285,644.0787533661351,139.0,0.0114898681640625,0.0,29.063720703125,0.42213734524280633,2,4,1,e71ca4e4cd691627,ee6f4d6345058767,67,0.7821761669554983,,1
3E27UB8_4_P_png.rf.8e8fbcd36a6d48d3f7a83deee14063dd,3E27UB8,4,376,376,146.3433074951172,48.37968180467306,7.50244282554441,264.69490050687455,152.0,0.0099639892578125,0.0,30.386154174804688,0.2625976120416477,4,4,1,cc2d9528e5392cee,b631238283b340d4,120,0.733391459862651,,0
3E27UB8_5_P_png.rf.8987ca4b8e03c0f948aff8d8d19701d9,3E27UB8,5,138,138,131.0026092529297,36.46226087904487,7.172886462711522,99.72401121910661,116.0,0.0062103271484375,0.0,30.16046142578125,0.29773156899810965,4,4,1,88ffde06f14185c3,af29a3bbabebedd3,156,0.5903375033683459,,0
3E759DE_4_P_png.rf.84ab71d01afb32e71163759ddbd91501,3E759DE,4,108,108,74.95674133300781,22.555381725357638,5.240453797975206,29.394439697265625,80.0,0.0451202392578125,0.0,64.62037658691406,0.9815672153635115,0,2,1,81dd37ccb34cb10e,d2d9b1c9c9c1e39e,-1,nan,image_too_small,0
3E759DE_5_P_png.rf.10cb05a4c92bfbdc6f3a161ada709a59,3E759DE,5,180,180,131.31092834472656,54.00894362428435,6.239102580619124,37.91338881268166,130.0,0.010498046875,0.0,33.07908630371094,0.09777777777777778,0,2,1,d0d23d34da6f0ec8,9099e1a191bcb39b,196,0.4841550649922775,,1
3GKD5M6_1_P_png.rf.ee0fc7de341942a3221b20924232f8e4,3GKD5M6,1,146,146,65.28366088867188,31.020077201328977,6.680525595327337,20.53171008452773,92.0,0.0298614501953125,0.0,87.8577880859375,0.06122161756427096,5,0,1,d70b24fbf9364620,c4e8e47410484c14,187,0.31661761199064226,,1
3GKD5M6_3_P_png.rf.989547214681acb4d76d1369d09d2a04,3GKD5M6,3,96,96,88.4642333984375,35.46428854165607,6.673386107017543,65.14874267578125,124.0,0.060760498046875,0.0,93.52578735351562,0.9586588541666667,3,0,1,ead0b2a509f285eb,4d9d89397b470d3d,-1,nan,image_too_small,0
3GKD5M6_4_P_png.rf.7332117ab3a28bbc3aa63599efe5d96f,3GKD5M6,4,136,136,138.92918395996094,66.26305405813208,7.18467786655883,71.47580037242733,201.0,0.0460052490234375,0.0,62.4007568359375,0.9707504325259516,2,0,1,807f7081cd0f3fb8,678f3a67b8ee9b9c,51,0.8124861385657478,,1
3GKD5M6_5_P_png.rf.90e868f8b5237d034d1477aa3d227e89,3GKD5M6,5,248,248,94.94204711914062,22.34180904722495,6.193782222093777,66.80996879842132,56.0,0.012969970703125,0.0,81.003662109375,0.3054760665972945,4,0,1,bebce001cc2f9e68,26363522b17c9b22,19,0.3544780043921444,,0
3JCYP4R_1_P_png.rf.6236c1c0ec90b1809a22651116492ebd,3JCYP4R,1,152,152,10.852828979492188,3.7266557237160374,3.5678170615346896,2.272476196056232,14.0,0.164794921875,0.0,113.18812561035156,0.9738140581717452,4,0,1,d52a0fd6cbe16158,d130938a60882c26,-1,nan,almost_black;extreme_blur;near_uniform,0
3JCYP4R_2_P_png.rf.51e0a96306024e91e1da6b4a121c2fb5,3JCYP4R,2,136,136,58.19111633300781,16.737253955826443,5.428001906204072,15.08227525651455,62.0,0.0451507568359375,0.0,94.07075500488281,0.9707504325259515,3,0,1,d92a07d7c2e17178,d979930b119212aa,104,0.20651364807111489,low_quality_score,0
3JCYP4R_3_P_png.rf.f132732a2e356a6608873aaba9a4145a,3JCYP4R,3,136,136,58.699127197265625,11.084930879242792,4.874951290341099,10.968614829471335,29.0,0.0144805908203125,0.0,107.07954406738281,0.07969290657439447,3,0,1,d72a3c5c587a4f18,7147eb0954441c2a,229,0.11029677106650654,low_quality_score,0
3JCYP4R_4_P_png.rf.c7aefedc6b9b20c7a2ef162f64738813,3JCYP4R,4,145,145,43.27880859375,14.7128291035729,5.5992340293237515,9.399013198679313,39.0,0.021209716796875,0.0,81.11854553222656,0.15067776456599286,3,0,1,bcdb1c0e71726943,33213b1b57177417,9,0.10006032254740256,low_quality_score,0
3MC1L3C_1_P_png.rf.c1b926e6f02cfb577170b233c06f9c92,3MC1L3C,1,320,320,106.32794189453125,51.76845908672018,7.242563957586732,59.34806040581316,176.0,0.02825927734375,0.0,25.747055053710938,0.9906445312499998,3,0,1,f1388e0f8f079b26,3b171a1d19124e82,93,0.7039296481221242,,0
3MC1L3C_2_P_png.rf.41afee979cbfc9a1545e3cf125ac6b84,3MC1L3C,2,484,484,125.46125793457031,53.633009040332006,6.957112466704505,131.9836506319698,176.0,0.0054473876953125,0.0,22.594329833984375,0.993810190560754,4,0,1,df2bc0383dc2a89e,ffd76b6e75012820,87,0.7575072942591818,,1
3MC1L3C_3_P_png.rf.5aa43d9387be810d66a0f7fb509922e4,3MC1L3C,3,343,343,147.22259521484375,50.39297820041437,6.906341257111594,109.9594304477796,157.0,0.005767822265625,0.0,20.214935302734375,0.9912706440343735,5,0,1,fa3c16cb503856cb,531f2d372101f198,27,0.6902279465801564,,1
3MC1L3C_4_P_png.rf.38b3c2ab680ad1aa32871fac8ea23e46,3MC1L3C,4,100,100,65.48323059082031,39.5656898155939,6.720768824856995,22.160369873046875,135.0,0.0,0.0,52.72279357910156,0.9801,1,0,1,a7f9877887508b34,080019041247de6c,-1,nan,image_too_small,0
3MC1L3C_5_P_png.rf.9b20ecc62601f8476e9b5118c3517f72,3MC1L3C,5,104,104,67.06657409667969,47.94004551019465,6.745584076293422,19.626678466796875,151.25,0.001312255859375,0.0,47.01139831542969,0.9618158284023669,1,0,1,9f449e168c9dcc95,f01af5700e1b5839,-1,nan,image_too_small,0
3OYM3J1_2_P_png.rf.6a78adaa510d236f277c298efbd5fbcf,3OYM3J1,2,548,548,160.9273223876953,32.51196182469239,6.144616760196737,274.2357174435165,89.0,0.0068511962890625,0.0,59.22962951660156,0.6229487452714583,2,4,1,e493d64939c46a6d,414c0ef617816444,48,0.5317269938976266,,0
3OYM3J1_3_P_png.rf.a52f37039dfb0ecc162f2cb2a2766e2b,3OYM3J1,3,112,112,141.91995239257812,46.56185999819889,6.591369541419649,106.3345947265625,159.0,0.03656005859375,0.0,71.89976501464844,0.9822225765306123,0,3,1,d72b15c8e0a2b99b,83c4194e01c06072,-1,nan,image_too_small,0
3OYM3J1_4_P_png.rf.8f5a8ec81ce0355b9458615ca357a2f6,3OYM3J1,4,256,256,155.85391235351562,39.95084132847104,6.204321059372174,84.02401147782803,118.0,0.0204315185546875,0.0,64.18807983398438,0.9844207763671875,0,2,1,d12b3715d5c2c0ed,cc6bf1c4b8e6acc0,207,0.5417075150570513,,1
3OYM3J1_5_P_png.rf.119e3c551cb3954f03f357605b85f3ba,3OYM3J1,5,324,324,125.43415832519531,42.37874258489725,6.67218139112829,69.43866882077418,103.0,0.018157958984375,0.0,78.89305114746094,0.26992836457857033,2,2,1,8f9ef07c3c0091d7,286a5a7f76dfc8c4,140,0.5513726539285623,,1
3QWW9JC_1_P_png.rf.c58ca842c087359305df836665ed3238,3QWW9JC,1,169,169,30.949172973632812,12.106171259146034,5.497721590428732,9.189874704927206,45.0,0.0567474365234375,0.0,21.213027954101562,0.6354819509120829,0,1,1,b46262aefcc1a7a8,86095b9e3666fb6e,106,0.11262503764792163,low_quality_score,0
3SMEC1S_3_P_png.rf.ecaf1887d714590e046d95e025814242,3SMEC1S,3,252,252,44.493499755859375,17.62604545832046,5.782351350385743,10.766201181104407,57.0,0.05157470703125,0.0,68.39703369140625,0.9920792391030486,1,1,1,a84d67d1c8960baf,c00e77b915db4e93,232,0.18410154474883347,low_quality_score,0
3SMEC1S_4_P_png.rf.e2167f891e435d84f894272a3a6bd0be,3SMEC1S,4,300,300,43.33238220214844,18.875812727649958,5.915697869376929,15.52216828521341,62.0,0.064605712890625,0.0,66.93843078613281,0.9933444444444445,1,2,1,9e4710209b9eddce,78446278253aa6b8,232,0.2099824349585514,low_quality_score,0
3SMEC1S_5_P_png.rf.2f9f0276e53dde6459ed64e45b556f6b,3SMEC1S,5,120,120,43.66203308105469,19.184701869145314,5.8894514615875,11.001495361328125,60.0,0.05908203125,0.0,70.73835754394531,0.9834027777777778,1,2,1,8744389898dfcea7,f9c744605b5855a3,-1,nan,image_too_small,0
3U4ICMO_1_P_png.rf.e6772eccbb0128b62cf3ed4ff34c42a5,3U4ICMO,1,140,140,95.02766418457031,63.32030392659197,7.280917842654502,50.41157475835644,176.0,0.0858917236328125,0.0,34.089691162109375,0.9857653061224491,2,0,1,9b8466b36855b875,faf0f8f151597a65,175,0.732747382739696,,1
3U4ICMO_2_P_png.rf.be83c244709cc3ac86562ca005f44f2a,3U4ICMO,2,106,106,175.0465545654297,59.3583594796784,7.081088077532518,160.59475708007812,188.0,0.011260986328125,0.0,13.671173095703125,0.5900676397294411,3,0,1,8707e5017af98d96,c2e6ed69f5f7f028,-1,nan,image_too_small,0
3U4ICMO_3_P_png.rf.6cf8365c1a1a2c3018ed88d661354ed0,3U4ICMO,3,192,192,168.23146057128906,59.10525201928106,7.098837670216573,87.31851100549102,221.0,0.0576934814453125,0.0,18.567123413085938,0.979248046875,2,0,1,c285c34b6d3a9f49,c2cafe3f63a9098c,227,0.7422355118213346,,1
3U4ICMO_4_P_png.rf.492085b7ef567ff712912a8ecdac1e4e,3U4ICMO,4,388,388,178.47044372558594,50.58919191231172,7.060380625064787,303.65759002324194,172.0,1.52587890625e-05,0.0,11.30657958984375,0.06841853544478692,12,0,2,e3d46a87b268de81,8083a2037c424b01,16,0.6584439108573423,,0
3U4ICMO_5_P_png.rf.304dbc8341a22eca24597a6caec6c965,3U4ICMO,5,108,108,132.98703002929688,75.12761613608926,7.56711848069284,120.217529296875,221.0,0.0638427734375,0.0,30.475311279296875,0.9632201646090535,2,0,1,b78ec9a4c2c1e371,f57e5c2c3c36969b,-1,nan,image_too_small,0
3UPX75I_1_P_png.rf.d90fc4119c719241c883cd61892145f0,3UPX75I,1,100,100,82.18997192382812,54.89284589803433,6.1978025628385485,27.24969482421875,140.0,0.1298370361328125,0.0,88.19633483886719,0.9702,3,0,1,9c8f61b967994e88,70f2777c3bb23880,-1,nan,image_too_small,0
3UPX75I_4_P_png.rf.b2c277d4dced34b315a240dadbed9658,3UPX75I,4,200,200,170.21331787109375,59.4275052870809,6.250757305694409,47.76398620172404,190.0,0.037261962890625,0.0,39.52906799316406,0.98505,0,4,1,803f1b8b8586d3f3,f119cdc6b3b199a8,56,0.6280025095916569,,1
3UPX75I_5_P_png.rf.ea910d9e0b6f413e3eecd21bc8c9e5fb,3UPX75I,5,96,96,176.31533813476562,50.8975407067525,6.028828666817793,121.30264282226562,132.0,0.0044708251953125,0.0,36.375762939453125,0.9586588541666667,0,4,1,803f1b8985e6f365,f519cdc7d2b199d0,-1,nan,image_too_small,0
3WFAA4E_1_P_png.rf.bca744db89bfbc151a6b9ffdf7583d9a,3WFAA4E,1,376,376,49.1988525390625,31.108085614944113,6.37194933211047,56.81646439060569,100.0,0.047088623046875,0.0,54.71769714355469,0.1644550701674966,1,0,1,da3ad6409cc7b4d1,740d0b2899a0c128,4,0.35140316841298286,,0
3WFAA4E_2_P_png.rf.a84e520e1b0d72b96f5d2e29f8e36db7,3WFAA4E,2,240,240,81.06779479980469,51.76173979612321,7.139869643054466,27.60640951595269,162.0,0.0856170654296875,0.0,69.72380065917969,0.9833854166666667,1,3,1,f8e2ce1dcc18b38a,a1ae8c9d0f1332e3,92,0.6240889543015385,,0
3WFAA4E_3_P_png.rf.1b7d07e98c9418c1f4749828fbc628f3,3WFAA4E,3,488,488,95.28713989257812,48.67787235470464,7.243302350259756,173.13528705295175,161.0,0.06353759765625,0.0,63.72203063964844,0.9938608572964258,1,4,1,b4d34a9a71a7ec41,3c29a28c1c357ebf,201,0.7534148258992936,,1
3WFAA4E_4_P_png.rf.ce73f65ba63412d878e9761cc7a91d69,3WFAA4E,4,472,472,95.30337524414062,47.911182930390765,7.2880511525247105,192.82395093492232,154.0,0.0386199951171875,0.0,54.761932373046875,0.9936530451019822,3,4,1,b6c69b5ab286bc05,0c23460d1f3f551d,65,0.7504778511381294,,1
3WFAA4E_5_P_png.rf.1c1b094b8277bc9221e798806f9bb2f0,3WFAA4E,5,261,261,96.93617248535156,45.990641763120955,7.212013881830303,45.4081911444664,152.0,0.0386810302734375,0.0,56.72889709472656,0.9847183687849561,3,4,1,b6c69b4bb296d414,cd62440d9e3f7d38,65,0.6418071084646589,,0
41BJEUP_4_P_png.rf.b0c22828db253c8f689de85b198f3c15,41BJEUP,4,336,336,144.49411010742188,36.76844163505034,6.704313654095213,120.83753228839487,108.0,0.01483154296875,0.0,37.86714172363281,0.0919873157596372,1,2,1,80fe83807d2efb94,cbabcbb5d4dad5d1,90,0.49881716798857934,,0
41BJEUP_5_P_png.rf.799ee306924443eea6dcbf802992f61e,41BJEUP,5,328,328,134.59017944335938,42.89475749948331,6.9745729725348475,104.97336224629544,141.0,0.0280303955078125,0.0,40.79498291015625,0.11853993158834027,1,2,1,80787f88efa28fa4,aa99ccc5e6e1dcec,63,0.5917504291831264,,1
45D4RBM_2_P_png.rf.a3270dd53fd3a16d0ac807620d06a14e,45D4RBM,2,119,119,127.94932556152344,35.41964669389887,6.853336813083089,86.70306396484375,102.0,0.0058135986328125,0.0,22.017044067382812,0.9338323564720006,2,0,2,a67a2aa92585f476,172d259c4e4fdf3d,-1,nan,image_too_small,0
45D4RBM_3_P_png.rf.cb210361af7ffbc3022b9d5976f89840,45D4RBM,3,166,166,193.9972686767578,34.51687574459489,5.963110826443566,52.79989218711853,94.0,0.0041351318359375,0.0,10.019012451171875,0.2469153723327043,3,1,1,bf370f070781c3e8,c4764c68976d826d,134,0.32558634272935477,,1
45D4RBM_4_P_png.rf.62243636af24dc1d1dac103355f82f77,45D4RBM,4,152,152,190.59254455566406,42.40696257469824,6.272808332627101,58.854541504522786,116.0,0.0196380615234375,0.0,12.349960327148438,0.13361322714681442,2,2,1,80170107ffd6ff41,c4b090f8e38ec18b,231,0.39428010411053727,,1
45XDBZG_1_P_png.rf.5c648842bac9300a2d5ee0b5c62bff1c,45XDBZG,1,332,332,26.463027954101562,11.206744926477043,4.984731260470962,13.98049158952199,36.0,0.0357666015625,0.0,59.25056457519531,0.2702678182609958,4,0,1,aad4d3d72a28392b,51e49333470b230b,57,0.09646295596681624,low_quality_score,0
45XDBZG_2_P_png.rf.811fbdc31cdc7e490d3c9faaeccec218,45XDBZG,2,416,416,69.91433715820312,24.318350853722027,6.153530662492942,81.56889613624662,73.0,0.0251312255859375,0.0,87.72476196289062,0.995198086168639,2,2,1,ed3652c9802956fb,e16a22160ac2c348,17,0.408815068756647,,1
45XDBZG_5_P_png.rf.b0df86c00a3e22df4b065b920425e29f,45XDBZG,5,328,328,81.35380554199219,22.450582297370254,6.1289813306531755,60.25641563325189,66.0,0.020782470703125,0.0,101.63407897949219,0.07598713563355146,1,4,1,80c328d32dd67ff0,9bc999ce8dadafbb,47,0.30178168151448925,,0
466MJZW_5_P_png.rf.3a1f9e17b25a71b97690633b47f3be19,466MJZW,5,323,323,87.65036010742188,29.175924903703287,6.740019679964467,135.85945201828144,96.0,0.0142059326171875,0.0,95.60871887207031,0.061727803391195095,10,0,1,8ce16caea6fc3684,c7c190d4e56b7363,138,0.46954943441289987,,1
4D4SDA5_1_P_png.rf.aa829740018cca5b4008fedc5dd9474f,4D4SDA5,1,285,285,60.049530029296875,21.34832535030619,5.600380220089596,26.16676734178327,58.0,0.02056884765625,0.0,103.95121765136719,0.2891843644198215,2,0,1,877a787a7030f983,d46551e6cfe2edd6,60,0.20922883448166912,low_quality_score,0
4D4SDA5_2_P_png.rf.f0c5453d78e18be9b8b7198e8d48ae8e,4D4SDA5,2,328,328,150.0670928955078,34.88424374000284,6.2201747575274,110.53487070440315,88.0,0.0099639892578125,0.0,58.53639221191406,0.9939117340868531,2,2,1,f18c8ce0b59b0d67,a8d5639c569b99d8,98,0.516017738839876,,0
4D4SDA5_3_P_png.rf.6622cae36aff498e7eb37787ae0e24fb,4D4SDA5,3,472,472,148.26956176757812,33.466788137357966,6.341313171130654,239.8785460961517,86.0,0.0060882568359375,0.0,58.51356506347656,0.9915388896868716,8,2,1,8082277d7f2453bd,f3a6f1d83098b6db,98,0.5723738039171297,,1
4D4SDA5_4_P_png.rf.d19397961739517b515d45ea2090d14e,4D4SDA5,4,232,232,148.92141723632812,33.53967970974763,6.333227272273126,68.59295415785164,90.0,0.0040740966796875,0.0,58.30409240722656,0.9913978894173603,3,2,1,f88747f8d2390d23,b0ebc638983393c0,98,0.4926955574218987,,0
4D4SDA5_5_P_png.rf.b2cef516873f612da5f357e5680e1eb8,4D4SDA5,5,192,192,135.04534912109375,39.50668302036593,6.687049570039899,39.58966536237858,128.0,0.023651123046875,0.0,64.259521484375,0.9896104600694444,0,2,1,b1b64427d3a934da,ce6c3e9ea84732c8,199,0.5670983341332181,,1
4F5NLFV_1_P_png.rf.aec0e7b4df67ba10c3b2ef36a3a96dc0,4F5NLFV,1,216,216,153.66592407226562,32.37104584493403,6.092216867006063,45.590796621283516,81.0,0.00634765625,0.0,21.53692626953125,0.16512345679012344,1,2,1,e55b133311218fed,5e46c387c68686c6,245,0.34084555058981764,,0
4F5NLFV_2_P_png.rf.1932fc1612849003a1fe59d8bee7adc6,4F5NLFV,2,368,368,126.88725280761719,35.78397444403066,6.7711220837501305,77.99839976034127,103.0,0.0160675048828125,0.0,41.63597106933594,0.18157047495274103,1,4,1,8f8fd048d9f2c0da,597a656f73454d52,38,0.5115155979519344,,1
4F5NLFV_3_P_png.rf.c2b7954a219d5fb7449b52d9f536acfb,4F5NLFV,3,348,348,177.9695281982422,32.57326527841519,6.348324734959601,115.8108257651329,88.0,0.005767822265625,0.0,23.278213500976562,0.1289387633769322,1,5,1,d5028796307a47df,e0e24098be285080,56,0.39739108323095185,,1
4F5NLFV_4_P_png.rf.4c4e3956fa11128fb43e1d12c44054a6,4F5NLFV,4,205,205,182.2995147705078,34.93131772167155,5.62889729801036,44.44750340259634,75.0,0.012664794921875,0.0,25.280807495117188,0.2087328970850684,0,2,1,d740f02df0abafc0,91b0e080e0405078,56,0.2808916811330859,low_quality_score,0
4F5NLFV_5_P_png.rf.59b847d479a23dfb8a7edc5d3fae9192,4F5NLFV,5,321,321,117.67707824707031,32.216224906103825,6.663317202733764,43.39082833752036,92.0,0.009033203125,0.0,47.293548583984375,0.44608456827864634,2,4,1,a9f6a06449b54e9b,c68e7e5a3bb71bd3,241,0.4655251470445494,,0
4FMQKK4_1_P_png.rf.8b4ff452556d270165674ee95e9c4cda,4FMQKK4,1,248,248,50.582244873046875,16.627239655872717,5.971187626553085,15.358610853552818,55.0,0.029754638671875,0.0,90.58694458007812,0.4096318938605619,2,0,1,b5ba3895c3494b87,f9be4300f4aeb642,9,0.19271716256982438,low_quality_score,0
4FMQKK4_2_P_png.rf.ca8b176a1006a00de22e71552f3567f8,4FMQKK4,2,348,348,71.71946716308594,24.105860069325573,6.297981526045426,101.61271410039626,92.0,0.047454833984375,0.0,105.51271057128906,0.9942611309287884,3,0,1,ec8360bc6386375b,a9b7d564532ba403,229,0.46438210177472483,,1
4FMQKK4_3_P_png.rf.31bff73bfa768b24b504c07678aa20af,4FMQKK4,3,216,216,70.38871765136719,22.672780344144048,6.176506808002216,24.941490014782175,86.0,0.04376220703125,0.0,115.114501953125,0.9907621742112482,1,0,1,c48070be798273fb,adb6dde4536a2606,229,0.35372908524384733,,1
4FMQKK4_5_P_png.rf.1d0093d03c4676077f85acc833c669fe,4FMQKK4,5,212,212,76.03781127929688,17.731041598741417,5.9669533194135145,20.989421834936365,64.0,0.0021209716796875,0.0,129.91192626953125,0.5812789248843004,1,2,2,80c07fc5472b7ac7,d0b489e3e0d29935,229,0.27257507299061084,low_quality_score,0
4JN6CHU_1_P_png.rf.bc4be974d148ddbfa960c9a39b7779e5,4JN6CHU,1,299,299,94.92413330078125,42.481251751183905,6.405004952042189,41.546673226868734,105.0,0.0071258544921875,0.0,25.583251953125,0.41246742206463016,1,2,1,d5f50b3a991a4a4b,9a8ec2ae040568e0,65,0.4539911208248119,,1
4JN6CHU_3_P_png.rf.6ccdcaa9866e7679628ac9c49402f390,4JN6CHU,3,156,156,161.34889221191406,55.7518301460117,6.719099114134906,61.044989738380536,190.0,0.038543701171875,0.0,20.397140502929688,0.9681130834976989,0,2,1,bd0e43455638bc9e,d0683c1c66129918,152,0.6718546204476917,,1
4JN6CHU_5_P_png.rf.a260fec484c3bdee269a291844beda93,4JN6CHU,5,328,328,157.73895263671875,57.481623358703594,6.720399716412466,85.40863526402973,155.0,0.0165557861328125,0.0,17.639862060546875,0.4255279595478882,1,2,1,8182c32f77eba532,ccc5c5840cf743b2,5,0.6376491849986992,,0
4O4GPCF_1_P_png.rf.d0d320200ccae59073338acaeacd2cfa,4O4GPCF,1,260,260,53.87745666503906,13.87121027394742,4.84277510030114,17.318324922583997,51.0,0.03826904296875,0.0,44.952606201171875,0.9923224852071006,2,0,1,d56a2aad25b526b4,278112c002222a49,128,0.18231174522960988,low_quality_score,0
4O4GPCF_2_P_png.rf.0eb022a7bb8995b78763e8315c664c02,4O4GPCF,2,456,456,129.87582397460938,41.230803019929574,6.828273695927107,243.10915569006465,112.0,0.0102386474609375,0.0,32.17375183105469,0.9956188442597723,3,3,1,f0705e8f870b4d8e,090a159bc4a26be0,33,0.6804996042570922,,1
4O4GPCF_3_P_png.rf.7b8c8b2ea672fe51d4e1244be9a3810f,4O4GPCF,3,500,500,147.2891387939453,30.006339893296143,6.340338974638005,300.0636929124594,93.0,0.0013580322265625,0.0,26.87017822265625,0.46906,7,4,1,bf2f272300cccad3,5f4e34b49b4a0ecd,63,0.5384940367369901,,0
4O4GPCF_4_P_png.rf.c9ec87ff8ed85d7fb589287257782727,4O4GPCF,4,404,404,154.48806762695312,28.60747905892364,6.124621446645601,168.9111414642539,78.0,0.011260986328125,0.0,29.289260864257812,0.23703558474659345,3,3,1,9fc3d70321e1f321,e9614565776a6d6b,63,0.4284560044811402,,0
4RWUQ39_1_P_png.rf.8940221a6d26d574059b73d81a20c316,4RWUQ39,1,146,146,52.31242370605469,18.9173102190815,5.788669341951028,14.104786922922358,54.0,0.01068115234375,0.0,22.296722412109375,0.8586976918746482,2,3,2,da5f2d282921fb23,356549d181a18989,106,0.17024866699717953,low_quality_score,0
4RWUQ39_2_P_png.rf.2ef42d10d2e819aececfc561ecf2adbd,4RWUQ39,2,231,231,209.64710998535156,44.339565124277236,5.792439513279243,144.14123186818324,135.0,0.0049591064453125,1.52587890625e-05,8.15740966796875,0.9827402035194244,1,3,1,f18a57c24172d97c,886833dba6330daa,144,0.4890735001472223,,0
4RWUQ39_3_P_png.rf.0652a0121aa68e22ae61d6f40b267d08,4RWUQ39,3,142,142,200.52459716796875,54.14071946428295,6.0787953210662335,145.74518018192612,190.0,0.0185089111328125,0.0,12.500381469726562,0.9719797659194604,1,2,1,8e955a05e43b94ee,e968305966b21929,144,0.6188898133865927,,1
4RWUQ39_4_P_png.rf.3dd0bea8283e73741c0686e0b816e049,4RWUQ39,4,112,112,206.6470184326172,50.659492474923184,5.901164078243242,220.3726806640625,173.0,0.014007568359375,0.0001678466796875,12.714996337890625,0.9822225765306123,1,2,1,9c3f1e4e47627170,453a1ecee78389d4,-1,nan,image_too_small,0
4RWUQ39_5_P_png.rf.9438ac39e46e2e983dcc4b49fc7dcd6c,4RWUQ39,5,180,180,53.75871276855469,13.442164845393412,5.033408721143814,10.843089373549446,38.0,0.027618408203125,0.0,70.64889526367188,0.1802777777777778,1,0,1,abc92a6f29392d25,336132b2cf656fdd,60,0.11312555563872852,low_quality_score,0
4TDVYXO_1_P_png.rf.94a0f2c20eeaa1517f3c0391a935b4b8,4TDVYXO,1,172,172,95.82203674316406,44.309753662494835,6.042480395029236,32.845483030891046,110.0,0.01483154296875,0.0,66.72343444824219,0.9884058950784207,1,2,1,f93b124a2c966b93,2d51c92642699cb2,159,0.47165796037826047,,1
4TDVYXO_2_P_png.rf.6f34ff7114751cae81213746e2925df0,4TDVYXO,2,292,292,157.48678588867188,55.437879635525064,6.204632501887404,117.16343431826681,140.0,0.0146942138671875,0.0,43.06756591796875,0.9931624132107337,4,2,1,dd2a552ac42ad72b,3b32188757bb5110,98,0.6337512952037095,,0
4TDVYXO_3_P_png.rf.a41e7def5e983b746d51dbdaab5164b3,4TDVYXO,3,112,112,157.93080139160156,54.528832210501925,6.120185894297485,97.55511474609375,139.0,0.0042572021484375,0.0,41.35316467285156,0.9645248724489796,1,2,1,fe3c16492c16ab33,2c548925436bbd60,-1,nan,image_too_small,0
4TDVYXO_4_P_png.rf.8dd141496cab1eaca64665edb147dcb7,4TDVYXO,4,288,288,150.26083374023438,68.78325537447574,6.064897001348246,59.33218219853006,203.0,0.06640625,0.0,47.28388977050781,0.9930676118827161,2,2,1,80817ec4877f9ccb,c4e9dbdcedd4c9b1,41,0.6812460108584336,,0
4TDVYXO_5_P_png.rf.0f4fc01c2eabbe3158512e87393b64d4,4TDVYXO,5,132,132,150.59661865234375,63.57317866020994,6.084618045822205,89.69615632947534,182.0,0.0277252197265625,0.0,46.19529724121094,0.9773875114784206,3,1,1,8f8770878a709f4e,716d7d6c76674959,41,0.6866800422762608,,1
4XGN824_1_P_png.rf.f43c80084a7623c51087bc3f70869e09,4XGN824,1,321,321,62.14991760253906,38.81052521370738,5.374646867537975,46.69653287157416,91.0,0.0104217529296875,0.0,62.9501953125,0.1801224755194534,3,2,1,a44bdba6c2b6a4d8,eb2a0607468746e9,1,0.31142366232407487,,1
